epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
134,24016.8,0.78895,0.39703,0.00563,0.96319,0.94255,0.97365,0.80898,0.76236,0.47638,0.00754,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611
135,24195.6,0.79193,0.40337,0.00559,0.96244,0.94259,0.97337,0.8098,0.7611,0.48233,0.00753,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
136,24374.5,0.7902,0.39717,0.00565,0.96098,0.94265,0.97337,0.80992,0.76075,0.48236,0.00753,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
137,24553.4,0.78472,0.39435,0.00555,0.96205,0.94071,0.97347,0.81057,0.7635,0.47755,0.00761,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
138,24732.3,0.78766,0.3967,0.00559,0.96035,0.94221,0.9735,0.81095,0.76448,0.47226,0.00761,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479
139,24911.1,0.78449,0.39554,0.0056,0.96167,0.94155,0.97338,0.81137,0.76453,0.4723,0.00762,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
140,25090.1,0.79028,0.39333,0.0056,0.96369,0.94071,0.97355,0.81219,0.76453,0.47262,0.00765,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
141,25269.5,0.78246,0.38993,0.00555,0.96453,0.93877,0.9738,0.81149,0.76375,0.47127,0.00765,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
142,25448.5,0.78658,0.39059,0.00564,0.96284,0.93884,0.97379,0.81068,0.76326,0.47121,0.00765,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
143,25627.2,0.78444,0.38861,0.00559,0.96378,0.93864,0.97372,0.81128,0.76276,0.47182,0.00764,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
144,25806.1,0.78212,0.38282,0.00551,0.9641,0.93884,0.97351,0.8109,0.76241,0.47216,0.00762,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281
145,25985,0.77335,0.39054,0.0055,0.96636,0.93921,0.97362,0.81153,0.76248,0.47171,0.00759,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
146,26163.8,0.77938,0.39168,0.0056,0.96391,0.94193,0.97369,0.81156,0.76249,0.47067,0.00759,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215
147,26342.6,0.77556,0.38919,0.0055,0.96184,0.94259,0.9736,0.81126,0.76206,0.47129,0.00758,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
148,26521.6,0.77491,0.38842,0.00548,0.96412,0.93846,0.97353,0.81062,0.76205,0.47209,0.00759,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
149,26700.4,0.77671,0.38469,0.00551,0.96383,0.94002,0.97358,0.81095,0.76107,0.47544,0.00758,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
150,26879.4,0.77974,0.39705,0.00554,0.96218,0.94221,0.97355,0.81136,0.76177,0.47196,0.00759,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083
151,27058.2,0.77045,0.38752,0.00551,0.96335,0.94034,0.9735,0.8112,0.76157,0.47241,0.00759,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
152,27237.5,0.78238,0.39618,0.00555,0.96088,0.94221,0.97316,0.81079,0.76097,0.47535,0.00758,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017
153,27416.7,0.77345,0.38826,0.00549,0.96017,0.94073,0.97308,0.8109,0.76114,0.47494,0.00759,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
154,27595.6,0.76727,0.3926,0.00541,0.96238,0.94071,0.97324,0.81121,0.76111,0.4728,0.00759,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
155,27774.5,0.76706,0.38547,0.00547,0.96063,0.94109,0.97323,0.81151,0.76094,0.47346,0.00762,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
156,27953.3,0.76836,0.38882,0.00544,0.96272,0.93993,0.97333,0.81183,0.75976,0.47659,0.0076,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885
157,28131.9,0.76843,0.38488,0.0054,0.96325,0.93959,0.97326,0.81058,0.76077,0.47742,0.00762,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
158,28310.9,0.76652,0.38227,0.00542,0.96086,0.93921,0.97314,0.81134,0.76032,0.47891,0.0076,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819
159,28489.7,0.75609,0.37972,0.00532,0.96285,0.93884,0.97299,0.81075,0.75988,0.47864,0.0076,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
160,28668.8,0.76137,0.3851,0.00538,0.96118,0.93836,0.97317,0.81232,0.75907,0.47884,0.00758,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
161,28847.7,0.75969,0.38325,0.00541,0.96268,0.9389,0.97302,0.81292,0.75938,0.4795,0.00759,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
162,29026.7,0.76217,0.38649,0.00545,0.96815,0.93321,0.97325,0.813,0.75842,0.47668,0.00758,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687
163,29205.8,0.75312,0.37547,0.00533,0.96334,0.93846,0.97298,0.81331,0.75794,0.47637,0.00758,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
164,29384.7,0.75072,0.38241,0.00529,0.96475,0.93846,0.97334,0.8129,0.75714,0.47625,0.00756,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621
165,29563.7,0.75274,0.37433,0.0053,0.96812,0.93451,0.97289,0.81265,0.75711,0.47612,0.00756,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
166,29742.7,0.75145,0.37774,0.00529,0.96384,0.93771,0.97332,0.81321,0.75591,0.47617,0.00754,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
167,29921.9,0.7556,0.37255,0.00536,0.96884,0.93433,0.97288,0.81293,0.7564,0.4762,0.00752,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
168,30101.1,0.74536,0.37434,0.00528,0.96622,0.93659,0.9733,0.81309,0.75594,0.47573,0.00751,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489
169,30280.1,0.75217,0.38081,0.00532,0.96799,0.93621,0.97328,0.81372,0.75567,0.47629,0.0075,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
170,30459.3,0.74636,0.3716,0.00524,0.96884,0.93696,0.97337,0.81362,0.75514,0.47692,0.0075,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423
171,30638.4,0.7401,0.36311,0.00523,0.96938,0.93846,0.97343,0.81418,0.75478,0.47696,0.0075,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
172,30817.8,0.74682,0.36915,0.00528,0.96938,0.93809,0.97332,0.81424,0.75431,0.47752,0.00749,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
173,30997,0.74033,0.3636,0.00527,0.96963,0.93884,0.97335,0.81421,0.75189,0.48068,0.00747,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
174,31175.9,0.74254,0.36824,0.00523,0.96789,0.93864,0.9732,0.81449,0.75182,0.48011,0.00747,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291
175,31354.8,0.74204,0.36292,0.00526,0.96968,0.93614,0.9732,0.81497,0.75227,0.47914,0.00746,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
176,31534,0.73578,0.36218,0.00517,0.96747,0.93746,0.97309,0.81512,0.7523,0.47897,0.00747,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225
177,31713.1,0.73771,0.35941,0.00521,0.96821,0.93702,0.97316,0.81516,0.75198,0.4794,0.00747,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
178,31892.2,0.73264,0.35837,0.0052,0.96843,0.93696,0.97277,0.81402,0.75261,0.47907,0.00747,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
179,32071,0.73436,0.36326,0.00513,0.96853,0.93696,0.97288,0.814,0.75249,0.47797,0.00748,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
180,32250,0.73038,0.36513,0.0051,0.96924,0.93412,0.97278,0.8138,0.75277,0.47991,0.00748,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093
181,32429.2,0.72691,0.35807,0.00512,0.96567,0.93471,0.97267,0.81341,0.75234,0.47987,0.00748,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
182,32608.3,0.7319,0.35626,0.00522,0.9651,0.93375,0.97248,0.8134,0.75211,0.48106,0.00748,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027
183,32787.6,0.72462,0.36063,0.00511,0.96727,0.93133,0.97248,0.81319,0.75241,0.47946,0.00747,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
184,32966.6,0.72076,0.35378,0.00509,0.96582,0.93471,0.97235,0.81363,0.75211,0.47705,0.00747,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
185,33145.6,0.73117,0.3552,0.00511,0.96849,0.93424,0.97261,0.81447,0.75267,0.47846,0.00746,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
186,33324.7,0.71498,0.35701,0.00499,0.96504,0.93621,0.97252,0.81497,0.75249,0.47849,0.00746,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895
187,33503.8,0.7212,0.35664,0.0051,0.96581,0.93546,0.97251,0.81463,0.75254,0.47561,0.00746,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
188,33682.9,0.72081,0.35278,0.00504,0.9659,0.9353,0.96899,0.81384,0.75141,0.47762,0.00745,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829
189,33861.9,0.71841,0.35115,0.00503,0.96883,0.93306,0.96894,0.81409,0.75252,0.47688,0.00747,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
190,34040.9,0.71199,0.34743,0.00501,0.96844,0.93358,0.96889,0.81437,0.75205,0.47638,0.00746,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
191,34220.3,0.70735,0.35428,0.00493,0.96876,0.93471,0.96885,0.81452,0.75255,0.47493,0.00747,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
192,34399.6,0.70869,0.35146,0.00493,0.96757,0.93508,0.96892,0.81438,0.7521,0.47438,0.00747,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697
193,34578.5,0.71338,0.34951,0.00498,0.96713,0.93621,0.96885,0.81453,0.75283,0.47176,0.00747,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
194,34757.4,0.71879,0.34863,0.00503,0.9682,0.9367,0.96888,0.81455,0.75194,0.47484,0.00746,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631
195,34936.3,0.70346,0.34788,0.00493,0.96601,0.93659,0.96899,0.81412,0.752,0.47742,0.00746,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
196,35115.6,0.70519,0.34686,0.00495,0.96781,0.93647,0.96901,0.81394,0.75176,0.47809,0.00746,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
197,35294.7,0.70567,0.34713,0.00494,0.96419,0.93621,0.9688,0.8137,0.75141,0.47884,0.00745,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
198,35473.8,0.70993,0.34526,0.00497,0.97026,0.93046,0.96888,0.81336,0.75212,0.47879,0.00746,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499
199,35653.1,0.7096,0.35404,0.00499,0.96477,0.93501,0.96885,0.81305,0.75199,0.4805,0.00745,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
200,35832.2,0.6927,0.34399,0.00481,0.96275,0.93884,0.96903,0.81335,0.75304,0.47623,0.00747,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433
201,36011.3,0.6992,0.34026,0.00495,0.9663,0.93771,0.96901,0.81367,0.75275,0.47622,0.00747,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
202,36190.6,0.69831,0.34308,0.00487,0.96891,0.93557,0.96888,0.81319,0.75246,0.47458,0.00747,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
203,36369.9,0.69887,0.3393,0.00489,0.96727,0.93471,0.96877,0.81339,0.75295,0.47184,0.00748,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
204,36549.2,0.69322,0.347,0.00481,0.96655,0.93546,0.96888,0.81328,0.75166,0.47106,0.00746,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301
205,36728.4,0.69488,0.34315,0.00483,0.96881,0.93246,0.96883,0.81307,0.75178,0.47124,0.00746,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
206,36907.6,0.69271,0.33658,0.00485,0.96909,0.93433,0.96881,0.81319,0.75137,0.47116,0.00746,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235
207,37086.9,0.69299,0.33681,0.00482,0.96398,0.93809,0.96876,0.81341,0.75188,0.47022,0.00747,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
208,37266.1,0.69049,0.34008,0.00477,0.96995,0.93246,0.96877,0.81296,0.75201,0.46781,0.00747,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
209,37445.1,0.68564,0.33911,0.00479,0.96724,0.93321,0.96858,0.81321,0.75237,0.47038,0.00747,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
210,37624.5,0.68589,0.33221,0.0048,0.96407,0.93621,0.9685,0.81293,0.75233,0.47115,0.00748,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103
211,37803.5,0.68175,0.33012,0.00479,0.96519,0.93583,0.96843,0.81314,0.75155,0.472,0.00746,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
212,37982.3,0.68557,0.33544,0.00477,0.96616,0.93283,0.96843,0.8126,0.75078,0.47297,0.00747,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037
213,38161.5,0.67735,0.32533,0.0047,0.9709,0.92833,0.96851,0.81269,0.75026,0.47,0.00746,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
214,38340.6,0.68206,0.33812,0.00476,0.97323,0.92758,0.96849,0.81286,0.75048,0.46909,0.00747,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
215,38519.7,0.67465,0.31753,0.00473,0.97245,0.93021,0.96856,0.81235,0.75178,0.46583,0.00748,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
216,38699,0.6735,0.32561,0.0047,0.96896,0.93246,0.96847,0.81261,0.74958,0.4707,0.00746,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905
217,38878.1,0.6703,0.32629,0.00465,0.96618,0.93546,0.96842,0.81252,0.74888,0.4695,0.00745,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
218,39057.3,0.6784,0.32904,0.00471,0.96152,0.94034,0.96848,0.81343,0.74813,0.46821,0.00744,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839
219,39236.6,0.66976,0.32582,0.00465,0.96016,0.94146,0.96846,0.81318,0.74837,0.46745,0.00745,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
220,39416,0.67799,0.32919,0.00476,0.96204,0.94146,0.96854,0.81316,0.74857,0.46581,0.00745,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
221,39595.1,0.67023,0.32301,0.00464,0.96126,0.94034,0.9685,0.81328,0.74903,0.46299,0.00746,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
222,39774.3,0.66559,0.32306,0.00465,0.96127,0.94221,0.96841,0.81353,0.74903,0.46361,0.00746,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707
223,39953.7,0.66667,0.32038,0.00466,0.9556,0.94487,0.96847,0.81388,0.74893,0.46418,0.00746,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
224,40132.5,0.6582,0.31949,0.00459,0.95819,0.94371,0.96848,0.81359,0.74891,0.4627,0.00746,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641
225,40311.3,0.6648,0.32129,0.00462,0.95934,0.94334,0.96835,0.81373,0.74868,0.46267,0.00746,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
226,40490.5,0.65649,0.31403,0.0046,0.95696,0.94447,0.96836,0.81321,0.74901,0.46266,0.00746,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
227,40669.6,0.65748,0.31766,0.00459,0.95917,0.94328,0.96836,0.81277,0.74963,0.46211,0.00747,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
