epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
137,14391.9,0.7718,0.384,0.00546,0.9637,0.95122,0.97659,0.82079,0.73171,0.46509,0.00717,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
138,14496.2,0.7755,0.38328,0.00549,0.96421,0.95026,0.97654,0.8208,0.73099,0.46535,0.00717,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479
139,14600.6,0.77037,0.39481,0.00548,0.96604,0.95005,0.9765,0.82114,0.7305,0.46199,0.00717,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
140,14704.8,0.77295,0.38471,0.00544,0.96513,0.95009,0.9762,0.8212,0.73064,0.46108,0.00717,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
141,14809.1,0.77088,0.37877,0.00545,0.96178,0.95366,0.97626,0.82079,0.73046,0.45949,0.00717,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
142,14913.4,0.7712,0.38341,0.00551,0.96424,0.95121,0.97663,0.82063,0.73063,0.45871,0.00718,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
143,15017.7,0.76918,0.37931,0.00544,0.96084,0.95235,0.9767,0.82029,0.72923,0.46101,0.00717,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
144,15122.1,0.76278,0.37607,0.00535,0.96745,0.94409,0.97647,0.8204,0.72908,0.45965,0.00717,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281
145,15227,0.76145,0.37855,0.00542,0.96209,0.94934,0.97595,0.82025,0.72739,0.46396,0.00715,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
146,15331.3,0.76356,0.37898,0.00545,0.95795,0.94972,0.97586,0.81977,0.72836,0.46332,0.00717,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215
147,15435.5,0.76062,0.37878,0.00538,0.966,0.94883,0.97578,0.82026,0.72746,0.46106,0.00717,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
148,15539.8,0.76387,0.37953,0.00541,0.96648,0.94559,0.97553,0.81999,0.72609,0.46308,0.00716,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
149,15644.2,0.76168,0.37792,0.00535,0.96732,0.94398,0.97592,0.81982,0.72644,0.46456,0.00716,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
150,15748.4,0.76887,0.38023,0.00546,0.96487,0.94709,0.97615,0.82039,0.72656,0.46274,0.00716,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083
151,15852.8,0.7673,0.37755,0.00549,0.96418,0.94939,0.97617,0.82027,0.7264,0.45951,0.00716,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
152,15957.1,0.76716,0.37913,0.0054,0.96351,0.94934,0.97601,0.82025,0.72523,0.461,0.00715,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017
153,16061.3,0.75501,0.37536,0.00532,0.96454,0.94925,0.97605,0.82003,0.72542,0.46109,0.00715,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
154,16165.5,0.75634,0.38094,0.00532,0.96209,0.95233,0.97594,0.82043,0.72565,0.46234,0.00715,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
155,16269.7,0.74582,0.37308,0.00529,0.96163,0.95272,0.97601,0.82093,0.72724,0.45953,0.00718,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
156,16374,0.75668,0.37231,0.00532,0.9633,0.95197,0.97579,0.82109,0.72726,0.45974,0.00718,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885
157,16478.2,0.75578,0.36944,0.00528,0.96142,0.95385,0.9756,0.8207,0.72707,0.4604,0.00718,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
158,16582.5,0.75364,0.36808,0.0053,0.96523,0.95159,0.97577,0.82073,0.72668,0.46069,0.00717,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819
159,16686.9,0.74423,0.36548,0.00523,0.9645,0.94817,0.97575,0.81986,0.72726,0.45943,0.00718,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
160,16791,0.74718,0.36584,0.00523,0.96177,0.95339,0.97573,0.81954,0.72739,0.46097,0.00718,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
161,16895.3,0.74829,0.36531,0.00529,0.95993,0.95297,0.97572,0.81892,0.72656,0.46252,0.00718,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
162,16999.6,0.74787,0.36427,0.00528,0.95982,0.9531,0.97543,0.81871,0.72718,0.46424,0.00719,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687
163,17103.9,0.74024,0.35963,0.00523,0.96562,0.9485,0.97549,0.81899,0.72556,0.46672,0.00717,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
164,17208.2,0.74104,0.36423,0.00521,0.96107,0.95409,0.97546,0.82021,0.72536,0.46462,0.00715,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621
165,17312.5,0.73881,0.35541,0.0052,0.96136,0.95216,0.97553,0.82023,0.72511,0.46542,0.00715,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
166,17416.7,0.74153,0.35932,0.0052,0.9624,0.95081,0.97543,0.82025,0.72787,0.46356,0.0072,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
167,17520.9,0.74486,0.36318,0.00526,0.95959,0.95345,0.97542,0.82028,0.72586,0.46756,0.00717,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
168,17625.1,0.73419,0.36006,0.00517,0.95963,0.9546,0.97558,0.82022,0.72742,0.4636,0.0072,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489
169,17729.3,0.74013,0.37066,0.0052,0.96386,0.95081,0.97572,0.82074,0.73093,0.4597,0.00722,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
170,17833.6,0.73564,0.36727,0.00514,0.96647,0.95169,0.97614,0.82059,0.72797,0.46311,0.0072,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423
171,17938,0.73133,0.3613,0.00518,0.96688,0.94822,0.97617,0.82049,0.72782,0.46113,0.0072,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
172,18042.2,0.73112,0.35943,0.00514,0.96533,0.95066,0.9763,0.82052,0.72795,0.45949,0.0072,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
173,18146.4,0.73137,0.36178,0.00519,0.96738,0.94578,0.97583,0.82032,0.72681,0.46185,0.00718,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
174,18250.7,0.72898,0.36455,0.00511,0.96556,0.95084,0.9762,0.81992,0.72565,0.46341,0.00717,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291
175,18354.9,0.72749,0.3592,0.00513,0.96111,0.94972,0.97534,0.81946,0.72501,0.46781,0.00715,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
176,18459,0.72611,0.35628,0.00509,0.96311,0.95047,0.97571,0.81993,0.72518,0.46455,0.00716,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225
177,18563.4,0.72407,0.34494,0.00508,0.96523,0.94784,0.97588,0.81986,0.72519,0.46463,0.00716,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
178,18667.6,0.71926,0.34759,0.00508,0.96556,0.94972,0.97578,0.81983,0.72514,0.46566,0.00716,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
179,18771.9,0.72216,0.35067,0.00502,0.96673,0.94852,0.97541,0.82005,0.7249,0.46566,0.00716,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
180,18876.2,0.7174,0.34354,0.00501,0.96478,0.94576,0.97514,0.82006,0.72578,0.46519,0.00717,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093
181,18980.5,0.71767,0.34926,0.00503,0.96337,0.94784,0.97497,0.82041,0.72648,0.46194,0.00713,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
182,19084.7,0.7146,0.34422,0.00506,0.96931,0.94798,0.97527,0.82109,0.72646,0.46076,0.00717,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027
183,19188.9,0.7118,0.34794,0.005,0.9653,0.94985,0.97512,0.82047,0.72643,0.46186,0.00717,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
184,19293.1,0.70538,0.34148,0.00496,0.96696,0.94859,0.97495,0.82034,0.7262,0.46307,0.00715,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
185,19397.3,0.71671,0.34133,0.00499,0.96665,0.94897,0.97486,0.82025,0.72769,0.45732,0.00713,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
186,19501.6,0.70794,0.34127,0.00492,0.96625,0.94822,0.9748,0.82031,0.72641,0.4577,0.00715,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895
187,19605.8,0.70632,0.34466,0.00497,0.96537,0.94859,0.97468,0.81989,0.72819,0.45502,0.00713,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
188,19710.1,0.70781,0.34051,0.00493,0.96431,0.94859,0.97467,0.82015,0.72779,0.45525,0.00713,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829
189,19814.4,0.70704,0.33884,0.00492,0.96663,0.94572,0.9745,0.82015,0.72755,0.45533,0.00713,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
190,19918.6,0.69702,0.33599,0.00489,0.96474,0.94456,0.97429,0.81887,0.72713,0.45758,0.00713,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
